Data As Of,Start Date,End Date,Group,Year,Month,State,Place of Death,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
04/12/2023,01/01/2020,12/31/2020,By Year,2020,,Minnesota,Other,88,2655,76,16,,150,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2020,12/31/2020,By Year,2020,,Minnesota,Place of death unknown,,51,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2021,12/31/2021,By Year,2021,,Minnesota,Total - All Places of Death,5181,51451,4515,2294,13,7413,
04/12/2023,01/01/2021,12/31/2021,By Year,2021,,Minnesota,"Healthcare setting, inpatient",3173,14219,3061,1810,,4428,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2021,12/31/2021,By Year,2021,,Minnesota,"Healthcare setting, outpatient or emergency room",123,1894,87,34,,178,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2021,12/31/2021,By Year,2021,,Minnesota,"Healthcare setting, dead on arrival",,52,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2021,12/31/2021,By Year,2021,,Minnesota,Decedent's home,705,17495,577,215,,1070,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2021,12/31/2021,By Year,2021,,Minnesota,Hospice facility,32,1444,70,13,0,89,
04/12/2023,01/01/2021,12/31/2021,By Year,2021,,Minnesota,Nursing home/long term care facility,1056,13533,651,197,,1511,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2021,12/31/2021,By Year,2021,,Minnesota,Other,87,2734,66,24,,130,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2021,12/31/2021,By Year,2021,,Minnesota,Place of death unknown,0,80,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2022,12/31/2022,By Year,2022,,Minnesota,Total - All Places of Death,3359,51087,3439,1097,159,5853,
04/12/2023,01/01/2022,12/31/2022,By Year,2022,,Minnesota,"Healthcare setting, inpatient",1665,13962,2208,793,94,3168,
04/12/2023,01/01/2022,12/31/2022,By Year,2022,,Minnesota,"Healthcare setting, outpatient or emergency room",80,1984,73,19,11,145,
04/12/2023,01/01/2022,12/31/2022,By Year,2022,,Minnesota,"Healthcare setting, dead on arrival",,39,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2022,12/31/2022,By Year,2022,,Minnesota,Decedent's home,570,17183,426,110,22,908,
04/12/2023,01/01/2022,12/31/2022,By Year,2022,,Minnesota,Hospice facility,53,1498,61,16,,99,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2022,12/31/2022,By Year,2022,,Minnesota,Nursing home/long term care facility,920,13910,615,147,28,1415,
04/12/2023,01/01/2022,12/31/2022,By Year,2022,,Minnesota,Other,67,2458,54,12,,112,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2022,12/31/2022,By Year,2022,,Minnesota,Place of death unknown,,53,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2023,04/08/2023,By Year,2023,,Minnesota,Total - All Places of Death,579,12390,837,159,48,1303,
04/12/2023,01/01/2023,04/08/2023,By Year,2023,,Minnesota,"Healthcare setting, inpatient",202,3340,532,95,26,664,
04/12/2023,01/01/2023,04/08/2023,By Year,2023,,Minnesota,"Healthcare setting, outpatient or emergency room",,462,15,,0,23,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2023,04/08/2023,By Year,2023,,Minnesota,"Healthcare setting, dead on arrival",0,12,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2023,04/08/2023,By Year,2023,,Minnesota,Decedent's home,90,3913,120,28,,191,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2023,04/08/2023,By Year,2023,,Minnesota,Hospice facility,14,401,14,,0,26,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2023,04/08/2023,By Year,2023,,Minnesota,Nursing home/long term care facility,250,3829,149,33,12,377,
04/12/2023,01/01/2023,04/08/2023,By Year,2023,,Minnesota,Other,14,432,,0,,21,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2023,04/08/2023,By Year,2023,,Minnesota,Place of death unknown,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2020,12/31/2020,By Year,2020,,Mississippi,Total - All Places of Death,5162,39309,5077,2703,71,7599,
04/12/2023,01/01/2020,12/31/2020,By Year,2020,,Mississippi,"Healthcare setting, inpatient",3727,13223,4104,2343,51,5532,
04/12/2023,01/01/2020,12/31/2020,By Year,2020,,Mississippi,"Healthcare setting, outpatient or emergency room",265,3454,216,87,,402,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2020,12/31/2020,By Year,2020,,Mississippi,"Healthcare setting, dead on arrival",,78,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2020,12/31/2020,By Year,2020,,Mississippi,Decedent's home,340,13150,256,68,,537,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2020,12/31/2020,By Year,2020,,Mississippi,Hospice facility,38,1713,133,24,,148,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2020,12/31/2020,By Year,2020,,Mississippi,Nursing home/long term care facility,761,5255,348,176,,934,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2020,12/31/2020,By Year,2020,,Mississippi,Other,28,2436,18,,0,42,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2020,12/31/2020,By Year,2020,,Mississippi,Place of death unknown,0,0,0,0,0,0,
04/12/2023,01/01/2021,12/31/2021,By Year,2021,,Mississippi,Total - All Places of Death,5907,40300,5443,3257,33,8118,
04/12/2023,01/01/2021,12/31/2021,By Year,2021,,Mississippi,"Healthcare setting, inpatient",4268,13897,4452,2812,23,5924,
04/12/2023,01/01/2021,12/31/2021,By Year,2021,,Mississippi,"Healthcare setting, outpatient or emergency room",357,3507,228,108,,479,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2021,12/31/2021,By Year,2021,,Mississippi,"Healthcare setting, dead on arrival",,83,,,,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2021,12/31/2021,By Year,2021,,Mississippi,Decedent's home,622,13846,335,133,,826,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2021,12/31/2021,By Year,2021,,Mississippi,Hospice facility,143,1595,134,76,,202,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2021,12/31/2021,By Year,2021,,Mississippi,Nursing home/long term care facility,431,4396,247,109,,571,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2021,12/31/2021,By Year,2021,,Mississippi,Other,78,2975,45,18,,106,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2021,12/31/2021,By Year,2021,,Mississippi,Place of death unknown,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2022,12/31/2022,By Year,2022,,Mississippi,Total - All Places of Death,3188,36806,3539,1293,126,5545,
04/12/2023,01/01/2022,12/31/2022,By Year,2022,,Mississippi,"Healthcare setting, inpatient",1758,11308,2762,1003,81,3590,
04/12/2023,01/01/2022,12/31/2022,By Year,2022,,Mississippi,"Healthcare setting, outpatient or emergency room",230,3209,157,54,,341,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2022,12/31/2022,By Year,2022,,Mississippi,"Healthcare setting, dead on arrival",,75,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2022,12/31/2022,By Year,2022,,Mississippi,Decedent's home,532,13191,293,106,25,743,
04/12/2023,01/01/2022,12/31/2022,By Year,2022,,Mississippi,Hospice facility,123,1598,103,38,,189,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2022,12/31/2022,By Year,2022,,Mississippi,Nursing home/long term care facility,456,4660,186,70,,576,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2022,12/31/2022,By Year,2022,,Mississippi,Other,85,2765,37,21,,102,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2022,12/31/2022,By Year,2022,,Mississippi,Place of death unknown,0,0,0,0,0,0,
04/12/2023,01/01/2023,04/08/2023,By Year,2023,,Mississippi,Total - All Places of Death,380,8504,683,138,21,942,
04/12/2023,01/01/2023,04/08/2023,By Year,2023,,Mississippi,"Healthcare setting, inpatient",201,2416,523,102,14,635,
04/12/2023,01/01/2023,04/08/2023,By Year,2023,,Mississippi,"Healthcare setting, outpatient or emergency room",21,731,30,,,46,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2023,04/08/2023,By Year,2023,,Mississippi,"Healthcare setting, dead on arrival",0,27,0,0,0,0,
04/12/2023,01/01/2023,04/08/2023,By Year,2023,,Mississippi,Decedent's home,53,3195,52,10,,97,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2023,04/08/2023,By Year,2023,,Mississippi,Hospice facility,27,450,32,,0,50,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2023,04/08/2023,By Year,2023,,Mississippi,Nursing home/long term care facility,70,1160,37,,,100,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2023,04/08/2023,By Year,2023,,Mississippi,Other,,525,,,0,14,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2023,04/08/2023,By Year,2023,,Mississippi,Place of death unknown,0,0,0,0,0,0,
04/12/2023,01/01/2020,12/31/2020,By Year,2020,,Missouri,Total - All Places of Death,8059,76268,6812,3423,214,11656,
04/12/2023,01/01/2020,12/31/2020,By Year,2020,,Missouri,"Healthcare setting, inpatient",4847,22757,5003,2722,146,7269,
04/12/2023,01/01/2020,12/31/2020,By Year,2020,,Missouri,"Healthcare setting, outpatient or emergency room",210,4316,177,60,11,338,
04/12/2023,01/01/2020,12/31/2020,By Year,2020,,Missouri,"Healthcare setting, dead on arrival",0,60,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2020,12/31/2020,By Year,2020,,Missouri,Decedent's home,434,25318,492,129,19,816,
04/12/2023,01/01/2020,12/31/2020,By Year,2020,,Missouri,Hospice facility,59,2777,119,26,12,164,
04/12/2023,01/01/2020,12/31/2020,By Year,2020,,Missouri,Nursing home/long term care facility,2453,17268,975,469,20,2978,
04/12/2023,01/01/2020,12/31/2020,By Year,2020,,Missouri,Other,56,3772,46,17,,90,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2020,12/31/2020,By Year,2020,,Missouri,Place of death unknown,0,0,0,0,0,0,
04/12/2023,01/01/2021,12/31/2021,By Year,2021,,Missouri,Total - All Places of Death,8946,76515,7911,4834,22,12036,
04/12/2023,01/01/2021,12/31/2021,By Year,2021,,Missouri,"Healthcare setting, inpatient",6575,24823,6287,4148,13,8723,
04/12/2023,01/01/2021,12/31/2021,By Year,2021,,Missouri,"Healthcare setting, outpatient or emergency room",255,4194,207,93,,370,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2021,12/31/2021,By Year,2021,,Missouri,"Healthcare setting, dead on arrival",,32,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2021,12/31/2021,By Year,2021,,Missouri,Decedent's home,863,26010,576,254,,1187,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2021,12/31/2021,By Year,2021,,Missouri,Hospice facility,146,3094,197,82,0,261,
04/12/2023,01/01/2021,12/31/2021,By Year,2021,,Missouri,Nursing home/long term care facility,1017,14504,582,228,,1372,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2021,12/31/2021,By Year,2021,,Missouri,Other,87,3858,61,28,0,120,
04/12/2023,01/01/2021,12/31/2021,By Year,2021,,Missouri,Place of death unknown,0,0,0,0,0,0,
04/12/2023,01/01/2022,12/31/2022,By Year,2022,,Missouri,Total - All Places of Death,5424,73911,5689,2447,260,8906,
04/12/2023,01/01/2022,12/31/2022,By Year,2022,,Missouri,"Healthcare setting, inpatient",3255,22174,4304,1949,170,5769,
04/12/2023,01/01/2022,12/31/2022,By Year,2022,,Missouri,"Healthcare setting, outpatient or emergency room",207,4198,156,55,17,324,
04/12/2023,01/01/2022,12/31/2022,By Year,2022,,Missouri,"Healthcare setting, dead on arrival",,39,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/12/2023,01/01/2022,12/31/2022,By Year,2022,,Missouri,Decedent's home,724,25373,493,194,28,1048,
04/12/2023,01/01/2022,12/31/2022,By Year,2022,,Missouri,Hospice facility,149,3034,177,60,10,272,
04/12/2023,01/01/2022,12/31/2022,By Year,2022,,Missouri,Nursing home/long term care facility,1026,15239,521,177,34,1403,
